TIME;CH1;CH2;;;PROBE X;V/DIV;T/DIV;V_MIN;V_MAX;V_AVG;;;2026/03/11 22:29;;FNIRSI 1013D;
1,18E-3;-2,00E-3;4,20E-2;;;;;;;;;;;;;;
1,20E-3;4,00E-3;3,80E-2;;;;;;;;;;;;;;
1,22E-3;4,00E-3;1,20E-2;;;;;;;;;;;;;;
1,24E-3;8,00E-3;-2,00E-2;;;;;;;;;;;;;;
1,26E-3;2,00E-3;-4,40E-2;;;;;;;;;;;;;;
1,28E-3;-2,00E-3;-4,40E-2;;;;;;;;;;;;;;
1,30E-3;-6,00E-3;-2,00E-2;;;;;;;;;;;;;;
1,32E-3;-1,00E-2;1,20E-2;;;;;;;;;;;;;;
1,34E-3;-2,00E-3;3,80E-2;;;;;;;;;;;;;;
1,36E-3;2,00E-3;3,80E-2;;;;;;;;;;;;;;
1,38E-3;4,00E-3;2,40E-2;;;;;;;;;;;;;;
1,40E-3;8,00E-3;-1,00E-2;;;;;;;;;;;;;;
1,42E-3;2,00E-3;-3,60E-2;;;;;;;;;;;;;;
1,44E-3;-2,00E-3;-4,60E-2;;;;;;;;;;;;;;
1,46E-3;-6,00E-3;-2,80E-2;;;;;;;;;;;;;;
1,48E-3;-2,00E-3;8,00E-3;;;;;;;;;;;;;;
1,50E-3;-2,00E-3;4,20E-2;;;;;;;;;;;;;;
1,52E-3;8,00E-3;4,60E-2;;;;;;;;;;;;;;
1,54E-3;1,20E-2;3,40E-2;;;;;;;;;;;;;;
1,56E-3;8,00E-3;2,00E-3;;;;;;;;;;;;;;
1,58E-3;1,20E-2;-2,00E-2;;;;;;;;;;;;;;
1,60E-3;8,00E-3;-4,00E-2;;;;;;;;;;;;;;
1,62E-3;-2,00E-3;-3,20E-2;;;;;;;;;;;;;;
1,64E-3;2,00E-3;2,00E-3;;;;;;;;;;;;;;
1,66E-3;2,00E-3;3,00E-2;;;;;;;;;;;;;;
1,68E-3;8,00E-3;4,80E-2;;;;;;;;;;;;;;
1,70E-3;1,20E-2;4,60E-2;;;;;;;;;;;;;;
1,72E-3;1,60E-2;1,60E-2;;;;;;;;;;;;;;
1,74E-3;2,00E-2;-1,00E-2;;;;;;;;;;;;;;
1,76E-3;1,60E-2;-3,20E-2;;;;;;;;;;;;;;
1,78E-3;4,00E-3;-3,20E-2;;;;;;;;;;;;;;
1,80E-3;2,00E-3;-6,00E-3;;;;;;;;;;;;;;
1,82E-3;4,00E-3;2,40E-2;;;;;;;;;;;;;;
1,84E-3;8,00E-3;4,60E-2;;;;;;;;;;;;;;
1,86E-3;1,20E-2;4,80E-2;;;;;;;;;;;;;;
1,88E-3;2,00E-2;3,00E-2;;;;;;;;;;;;;;
1,90E-3;1,60E-2;-2,00E-3;;;;;;;;;;;;;;
1,92E-3;1,20E-2;-2,80E-2;;;;;;;;;;;;;;
1,94E-3;8,00E-3;-3,60E-2;;;;;;;;;;;;;;
1,96E-3;-6,00E-3;-2,40E-2;;;;;;;;;;;;;;
1,98E-3;2,00E-3;1,60E-2;;;;;;;;;;;;;;
2,00E-3;1,20E-2;4,60E-2;;;;;;;;;;;;;;
2,02E-3;1,20E-2;5,20E-2;;;;;;;;;;;;;;
2,04E-3;1,60E-2;3,80E-2;;;;;;;;;;;;;;
2,06E-3;2,00E-2;1,20E-2;;;;;;;;;;;;;;
2,08E-3;1,60E-2;-2,00E-2;;;;;;;;;;;;;;
2,10E-3;8,00E-3;-3,60E-2;;;;;;;;;;;;;;
2,12E-3;4,00E-3;-2,80E-2;;;;;;;;;;;;;;
2,14E-3;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,16E-3;4,00E-3;3,40E-2;;;;;;;;;;;;;;
2,18E-3;8,00E-3;4,80E-2;;;;;;;;;;;;;;
2,20E-3;1,60E-2;4,60E-2;;;;;;;;;;;;;;
2,22E-3;2,00E-2;2,40E-2;;;;;;;;;;;;;;
2,24E-3;2,00E-2;-1,00E-2;;;;;;;;;;;;;;
2,26E-3;1,20E-2;-3,20E-2;;;;;;;;;;;;;;
2,28E-3;8,00E-3;-3,20E-2;;;;;;;;;;;;;;
2,30E-3;4,00E-3;-6,00E-3;;;;;;;;;;;;;;
2,32E-3;4,00E-3;2,40E-2;;;;;;;;;;;;;;
2,34E-3;8,00E-3;4,80E-2;;;;;;;;;;;;;;
2,36E-3;1,20E-2;5,20E-2;;;;;;;;;;;;;;
2,38E-3;2,40E-2;3,00E-2;;;;;;;;;;;;;;
2,40E-3;1,60E-2;2,00E-3;;;;;;;;;;;;;;
2,42E-3;1,20E-2;-2,80E-2;;;;;;;;;;;;;;
2,44E-3;8,00E-3;-3,60E-2;;;;;;;;;;;;;;
2,46E-3;8,00E-3;-1,40E-2;;;;;;;;;;;;;;
2,48E-3;4,00E-3;1,60E-2;;;;;;;;;;;;;;
2,50E-3;8,00E-3;4,60E-2;;;;;;;;;;;;;;
2,52E-3;1,20E-2;5,60E-2;;;;;;;;;;;;;;
2,54E-3;3,80E-2;6,00E-2;;;;;;;;;;;;;;
2,56E-3;2,00E-2;1,20E-2;;;;;;;;;;;;;;
2,58E-3;1,60E-2;-2,00E-2;;;;;;;;;;;;;;
2,60E-3;1,20E-2;-3,20E-2;;;;;;;;;;;;;;
2,62E-3;4,00E-3;-2,40E-2;;;;;;;;;;;;;;
2,64E-3;4,00E-3;4,00E-3;;;;;;;;;;;;;;
2,66E-3;4,00E-3;3,40E-2;;;;;;;;;;;;;;
2,68E-3;1,20E-2;5,20E-2;;;;;;;;;;;;;;
2,70E-3;1,60E-2;4,80E-2;;;;;;;;;;;;;;
2,72E-3;-1,80E-2;-1,00E-2;;;;;;;;;;;;;;
2,74E-3;1,60E-2;-1,40E-2;;;;;;;;;;;;;;
2,76E-3;1,20E-2;-2,80E-2;;;;;;;;;;;;;;
2,78E-3;8,00E-3;-3,20E-2;;;;;;;;;;;;;;
2,80E-3;4,00E-3;-1,00E-2;;;;;;;;;;;;;;
2,82E-3;4,00E-3;2,60E-2;;;;;;;;;;;;;;
2,84E-3;8,00E-3;4,80E-2;;;;;;;;;;;;;;
2,86E-3;1,20E-2;4,80E-2;;;;;;;;;;;;;;
2,88E-3;2,40E-2;3,40E-2;;;;;;;;;;;;;;
2,90E-3;2,40E-2;4,00E-3;;;;;;;;;;;;;;
2,92E-3;1,60E-2;-2,40E-2;;;;;;;;;;;;;;
2,94E-3;1,20E-2;-3,20E-2;;;;;;;;;;;;;;
2,96E-3;8,00E-3;-1,40E-2;;;;;;;;;;;;;;
2,98E-3;1,60E-2;3,80E-2;;;;;;;;;;;;;;
3,00E-3;1,20E-2;4,60E-2;;;;;;;;;;;;;;
3,02E-3;1,60E-2;5,60E-2;;;;;;;;;;;;;;
3,04E-3;2,40E-2;4,60E-2;;;;;;;;;;;;;;
3,06E-3;2,40E-2;1,60E-2;;;;;;;;;;;;;;
3,08E-3;2,00E-2;-2,00E-2;;;;;;;;;;;;;;
3,10E-3;1,20E-2;-3,20E-2;;;;;;;;;;;;;;
3,12E-3;8,00E-3;-2,00E-2;;;;;;;;;;;;;;
3,14E-3;8,00E-3;8,00E-3;;;;;;;;;;;;;;
3,16E-3;8,00E-3;3,80E-2;;;;;;;;;;;;;;
3,18E-3;1,20E-2;5,60E-2;;;;;;;;;;;;;;
3,20E-3;2,00E-2;4,80E-2;;;;;;;;;;;;;;
3,22E-3;2,40E-2;2,60E-2;;;;;;;;;;;;;;
3,24E-3;1,60E-2;-1,40E-2;;;;;;;;;;;;;;
3,26E-3;1,60E-2;-2,80E-2;;;;;;;;;;;;;;
3,28E-3;1,20E-2;-2,80E-2;;;;;;;;;;;;;;
3,30E-3;4,00E-3;-6,00E-3;;;;;;;;;;;;;;
3,32E-3;8,00E-3;2,60E-2;;;;;;;;;;;;;;
3,34E-3;1,20E-2;5,20E-2;;;;;;;;;;;;;;
3,36E-3;1,60E-2;5,60E-2;;;;;;;;;;;;;;
3,38E-3;2,40E-2;3,40E-2;;;;;;;;;;;;;;
3,40E-3;2,40E-2;4,00E-3;;;;;;;;;;;;;;
3,42E-3;-2,80E-2;-7,60E-2;;;;;;;;;;;;;;
3,44E-3;1,20E-2;-3,20E-2;;;;;;;;;;;;;;
3,46E-3;4,00E-3;-1,80E-2;;;;;;;;;;;;;;
3,48E-3;4,00E-3;1,20E-2;;;;;;;;;;;;;;
3,50E-3;8,00E-3;4,20E-2;;;;;;;;;;;;;;
3,52E-3;1,20E-2;5,60E-2;;;;;;;;;;;;;;
3,54E-3;2,00E-2;4,20E-2;;;;;;;;;;;;;;
3,56E-3;2,40E-2;1,20E-2;;;;;;;;;;;;;;
3,58E-3;2,00E-2;-1,80E-2;;;;;;;;;;;;;;
3,60E-3;1,20E-2;-3,20E-2;;;;;;;;;;;;;;
3,62E-3;8,00E-3;-2,40E-2;;;;;;;;;;;;;;
3,64E-3;4,00E-3;4,00E-3;;;;;;;;;;;;;;
3,66E-3;8,00E-3;3,40E-2;;;;;;;;;;;;;;
3,68E-3;1,20E-2;5,20E-2;;;;;;;;;;;;;;
3,70E-3;1,60E-2;4,80E-2;;;;;;;;;;;;;;
3,72E-3;2,00E-2;2,40E-2;;;;;;;;;;;;;;
3,74E-3;2,00E-2;-1,00E-2;;;;;;;;;;;;;;
3,76E-3;1,20E-2;-3,20E-2;;;;;;;;;;;;;;
3,78E-3;8,00E-3;-2,80E-2;;;;;;;;;;;;;;
3,80E-3;2,00E-3;-1,00E-2;;;;;;;;;;;;;;
3,82E-3;2,00E-3;2,40E-2;;;;;;;;;;;;;;
3,84E-3;8,00E-3;4,80E-2;;;;;;;;;;;;;;
3,86E-3;8,00E-3;4,80E-2;;;;;;;;;;;;;;
3,88E-3;1,20E-2;2,60E-2;;;;;;;;;;;;;;
3,90E-3;1,60E-2;-2,00E-3;;;;;;;;;;;;;;
3,92E-3;1,20E-2;-2,80E-2;;;;;;;;;;;;;;
3,94E-3;4,00E-3;-4,40E-2;;;;;;;;;;;;;;
3,96E-3;2,00E-3;-2,40E-2;;;;;;;;;;;;;;
3,98E-3;-2,00E-3;1,20E-2;;;;;;;;;;;;;;
4,00E-3;4,00E-3;3,80E-2;;;;;;;;;;;;;;
4,02E-3;1,20E-2;5,20E-2;;;;;;;;;;;;;;
4,04E-3;1,60E-2;3,80E-2;;;;;;;;;;;;;;
4,06E-3;1,60E-2;1,20E-2;;;;;;;;;;;;;;
4,08E-3;1,20E-2;-2,00E-2;;;;;;;;;;;;;;
4,10E-3;8,00E-3;-3,60E-2;;;;;;;;;;;;;;
4,12E-3;2,00E-3;-3,20E-2;;;;;;;;;;;;;;
4,14E-3;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
4,16E-3;2,00E-3;3,00E-2;;;;;;;;;;;;;;
4,18E-3;8,00E-3;5,20E-2;;;;;;;;;;;;;;
4,20E-3;1,20E-2;4,20E-2;;;;;;;;;;;;;;
4,22E-3;1,20E-2;1,60E-2;;;;;;;;;;;;;;
4,24E-3;1,20E-2;-1,80E-2;;;;;;;;;;;;;;
4,26E-3;1,20E-2;-4,00E-2;;;;;;;;;;;;;;
4,28E-3;4,00E-3;-3,20E-2;;;;;;;;;;;;;;
4,30E-3;2,00E-3;-1,00E-2;;;;;;;;;;;;;;
4,32E-3;2,00E-3;2,00E-2;;;;;;;;;;;;;;
4,34E-3;4,00E-3;4,60E-2;;;;;;;;;;;;;;
4,36E-3;1,20E-2;4,80E-2;;;;;;;;;;;;;;
4,38E-3;1,20E-2;2,60E-2;;;;;;;;;;;;;;
4,40E-3;1,60E-2;-2,00E-3;;;;;;;;;;;;;;
4,42E-3;1,20E-2;-3,20E-2;;;;;;;;;;;;;;
4,44E-3;4,00E-3;-4,00E-2;;;;;;;;;;;;;;
4,46E-3;-2,00E-3;-2,00E-2;;;;;;;;;;;;;;
4,48E-3;-2,00E-3;8,00E-3;;;;;;;;;;;;;;
4,50E-3;2,00E-3;3,80E-2;;;;;;;;;;;;;;
4,52E-3;1,20E-2;4,80E-2;;;;;;;;;;;;;;
4,54E-3;1,20E-2;3,80E-2;;;;;;;;;;;;;;
4,56E-3;1,60E-2;8,00E-3;;;;;;;;;;;;;;
4,58E-3;1,20E-2;-2,40E-2;;;;;;;;;;;;;;
4,60E-3;4,00E-3;-4,40E-2;;;;;;;;;;;;;;
4,62E-3;-2,00E-3;-3,20E-2;;;;;;;;;;;;;;
4,64E-3;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
4,66E-3;-2,00E-3;2,60E-2;;;;;;;;;;;;;;
4,68E-3;4,00E-3;4,80E-2;;;;;;;;;;;;;;
4,70E-3;8,00E-3;4,20E-2;;;;;;;;;;;;;;
4,72E-3;1,20E-2;1,60E-2;;;;;;;;;;;;;;
4,74E-3;1,20E-2;-1,40E-2;;;;;;;;;;;;;;
4,76E-3;4,00E-3;-4,00E-2;;;;;;;;;;;;;;
4,78E-3;2,00E-3;-4,00E-2;;;;;;;;;;;;;;
4,80E-3;-2,00E-3;-1,40E-2;;;;;;;;;;;;;;
4,82E-3;-6,00E-3;1,60E-2;;;;;;;;;;;;;;
4,84E-3;-2,00E-3;3,80E-2;;;;;;;;;;;;;;
4,86E-3;4,00E-3;4,20E-2;;;;;;;;;;;;;;
4,88E-3;1,20E-2;2,40E-2;;;;;;;;;;;;;;
4,90E-3;8,00E-3;-1,00E-2;;;;;;;;;;;;;;
4,92E-3;4,00E-3;-3,20E-2;;;;;;;;;;;;;;
4,94E-3;4,00E-3;-4,00E-2;;;;;;;;;;;;;;
4,96E-3;-2,00E-3;-2,40E-2;;;;;;;;;;;;;;
4,98E-3;-6,00E-3;4,00E-3;;;;;;;;;;;;;;
5,00E-3;-2,00E-3;3,40E-2;;;;;;;;;;;;;;
5,02E-3;4,00E-3;4,60E-2;;;;;;;;;;;;;;
5,04E-3;4,00E-3;2,40E-2;;;;;;;;;;;;;;
5,06E-3;1,20E-2;4,00E-3;;;;;;;;;;;;;;
5,08E-3;8,00E-3;-2,80E-2;;;;;;;;;;;;;;
5,10E-3;8,00E-3;-4,00E-2;;;;;;;;;;;;;;
5,12E-3;-6,00E-3;-4,40E-2;;;;;;;;;;;;;;
5,14E-3;-2,00E-3;-6,00E-3;;;;;;;;;;;;;;
5,16E-3;-2,00E-3;2,40E-2;;;;;;;;;;;;;;
5,18E-3;2,00E-3;4,20E-2;;;;;;;;;;;;;;
5,20E-3;2,60E-2;3,80E-2;;;;;;;;;;;;;;
5,22E-3;4,00E-3;1,20E-2;;;;;;;;;;;;;;
5,24E-3;4,00E-3;-2,00E-2;;;;;;;;;;;;;;
5,26E-3;2,00E-3;-4,40E-2;;;;;;;;;;;;;;
5,28E-3;-1,40E-2;-4,60E-2;;;;;;;;;;;;;;
5,30E-3;-1,00E-2;-2,00E-2;;;;;;;;;;;;;;
5,32E-3;-6,00E-3;1,20E-2;;;;;;;;;;;;;;
5,34E-3;-2,00E-3;3,80E-2;;;;;;;;;;;;;;
5,36E-3;4,00E-3;4,60E-2;;;;;;;;;;;;;;
5,38E-3;1,20E-2;3,40E-2;;;;;;;;;;;;;;
5,40E-3;8,00E-3;-1,00E-2;;;;;;;;;;;;;;
5,42E-3;4,00E-3;-3,60E-2;;;;;;;;;;;;;;
5,44E-3;2,00E-3;-4,40E-2;;;;;;;;;;;;;;
5,46E-3;2,00E-3;-2,80E-2;;;;;;;;;;;;;;
5,48E-3;-1,00E-2;2,00E-3;;;;;;;;;;;;;;
5,50E-3;-6,00E-3;3,00E-2;;;;;;;;;;;;;;
5,52E-3;-2,00E-3;3,80E-2;;;;;;;;;;;;;;
5,54E-3;1,60E-2;3,80E-2;;;;;;;;;;;;;;
5,56E-3;4,00E-3;2,00E-3;;;;;;;;;;;;;;
5,58E-3;8,00E-3;-2,80E-2;;;;;;;;;;;;;;
5,60E-3;-2,00E-3;-4,60E-2;;;;;;;;;;;;;;
5,62E-3;-1,00E-2;-4,40E-2;;;;;;;;;;;;;;
5,64E-3;-6,00E-3;-1,00E-2;;;;;;;;;;;;;;
5,66E-3;-6,00E-3;2,40E-2;;;;;;;;;;;;;;
5,68E-3;-6,00E-3;3,40E-2;;;;;;;;;;;;;;
5,70E-3;-2,00E-3;2,40E-2;;;;;;;;;;;;;;
5,72E-3;4,00E-3;8,00E-3;;;;;;;;;;;;;;
5,74E-3;2,00E-3;-2,40E-2;;;;;;;;;;;;;;
5,76E-3;2,00E-3;-4,40E-2;;;;;;;;;;;;;;
5,78E-3;-2,00E-3;-4,40E-2;;;;;;;;;;;;;;
5,80E-3;-2,80E-2;-5,00E-2;;;;;;;;;;;;;;
5,82E-3;-1,00E-2;1,20E-2;;;;;;;;;;;;;;
5,84E-3;-2,00E-3;3,40E-2;;;;;;;;;;;;;;
5,86E-3;2,00E-3;3,80E-2;;;;;;;;;;;;;;
5,88E-3;-1,00E-2;8,00E-3;;;;;;;;;;;;;;
5,90E-3;4,00E-3;-1,40E-2;;;;;;;;;;;;;;
5,92E-3;-2,00E-3;-4,40E-2;;;;;;;;;;;;;;
5,94E-3;-6,00E-3;-5,00E-2;;;;;;;;;;;;;;
5,96E-3;-1,80E-2;-3,60E-2;;;;;;;;;;;;;;
5,98E-3;-1,00E-2;-2,00E-3;;;;;;;;;;;;;;
6,00E-3;-1,00E-2;2,60E-2;;;;;;;;;;;;;;
6,02E-3;-6,00E-3;3,80E-2;;;;;;;;;;;;;;
6,04E-3;4,00E-3;2,60E-2;;;;;;;;;;;;;;
6,06E-3;4,00E-3;-2,00E-3;;;;;;;;;;;;;;
6,08E-3;2,00E-3;-3,20E-2;;;;;;;;;;;;;;
6,10E-3;-2,00E-3;-5,00E-2;;;;;;;;;;;;;;
6,12E-3;-6,00E-3;-4,00E-2;;;;;;;;;;;;;;
6,14E-3;-1,40E-2;-1,40E-2;;;;;;;;;;;;;;
6,16E-3;-1,40E-2;2,00E-2;;;;;;;;;;;;;;
6,18E-3;-2,00E-3;3,80E-2;;;;;;;;;;;;;;
6,20E-3;2,00E-3;3,00E-2;;;;;;;;;;;;;;
6,22E-3;1,20E-2;1,60E-2;;;;;;;;;;;;;;
6,24E-3;2,00E-3;-2,80E-2;;;;;;;;;;;;;;
6,26E-3;-2,00E-3;-5,00E-2;;;;;;;;;;;;;;
6,28E-3;-6,00E-3;-4,60E-2;;;;;;;;;;;;;;
6,30E-3;-2,80E-2;-3,60E-2;;;;;;;;;;;;;;
6,32E-3;-1,00E-2;8,00E-3;;;;;;;;;;;;;;
6,34E-3;-6,00E-3;3,40E-2;;;;;;;;;;;;;;
6,36E-3;-2,00E-3;3,80E-2;;;;;;;;;;;;;;
6,38E-3;8,00E-3;3,00E-2;;;;;;;;;;;;;;
6,40E-3;2,00E-3;-1,80E-2;;;;;;;;;;;;;;
6,42E-3;-2,00E-3;-4,40E-2;;;;;;;;;;;;;;
6,44E-3;-6,00E-3;-5,40E-2;;;;;;;;;;;;;;
6,46E-3;-1,40E-2;-3,60E-2;;;;;;;;;;;;;;
6,48E-3;-1,40E-2;-1,00E-2;;;;;;;;;;;;;;
6,50E-3;-1,00E-2;2,60E-2;;;;;;;;;;;;;;
6,52E-3;-6,00E-3;3,80E-2;;;;;;;;;;;;;;
6,54E-3;2,00E-3;2,40E-2;;;;;;;;;;;;;;
6,56E-3;8,00E-3;-2,00E-3;;;;;;;;;;;;;;
6,58E-3;-2,00E-3;-3,60E-2;;;;;;;;;;;;;;
6,60E-3;-6,00E-3;-5,40E-2;;;;;;;;;;;;;;
6,62E-3;-1,40E-2;-4,40E-2;;;;;;;;;;;;;;
6,64E-3;-2,40E-2;-3,20E-2;;;;;;;;;;;;;;
6,66E-3;-1,40E-2;1,60E-2;;;;;;;;;;;;;;
6,68E-3;-6,00E-3;3,40E-2;;;;;;;;;;;;;;
6,70E-3;-2,00E-3;3,40E-2;;;;;;;;;;;;;;
6,72E-3;2,00E-3;4,00E-3;;;;;;;;;;;;;;
6,74E-3;-6,00E-3;-3,20E-2;;;;;;;;;;;;;;
6,76E-3;-2,00E-3;-4,60E-2;;;;;;;;;;;;;;
6,78E-3;-1,00E-2;-4,60E-2;;;;;;;;;;;;;;
6,80E-3;-1,40E-2;-2,40E-2;;;;;;;;;;;;;;
6,82E-3;-1,80E-2;4,00E-3;;;;;;;;;;;;;;
6,84E-3;-2,00E-3;3,40E-2;;;;;;;;;;;;;;
6,86E-3;-2,00E-3;3,40E-2;;;;;;;;;;;;;;
6,88E-3;2,00E-3;1,60E-2;;;;;;;;;;;;;;
6,90E-3;-6,00E-3;-1,80E-2;;;;;;;;;;;;;;
6,92E-3;-2,00E-3;-4,40E-2;;;;;;;;;;;;;;
6,94E-3;-1,00E-2;-5,40E-2;;;;;;;;;;;;;;
6,96E-3;-1,00E-2;-3,20E-2;;;;;;;;;;;;;;
6,98E-3;-1,40E-2;-2,00E-3;;;;;;;;;;;;;;
7,00E-3;-1,00E-2;2,60E-2;;;;;;;;;;;;;;
7,02E-3;-6,00E-3;3,80E-2;;;;;;;;;;;;;;
7,04E-3;2,00E-3;2,40E-2;;;;;;;;;;;;;;
7,06E-3;2,00E-3;-2,00E-3;;;;;;;;;;;;;;
7,08E-3;-2,00E-3;-2,40E-2;;;;;;;;;;;;;;
7,10E-3;-6,00E-3;-5,00E-2;;;;;;;;;;;;;;
7,12E-3;-1,40E-2;-4,40E-2;;;;;;;;;;;;;;
7,14E-3;-1,40E-2;-1,80E-2;;;;;;;;;;;;;;
7,16E-3;-1,40E-2;1,60E-2;;;;;;;;;;;;;;
7,18E-3;-2,00E-3;3,40E-2;;;;;;;;;;;;;;
7,20E-3;-2,00E-3;3,00E-2;;;;;;;;;;;;;;
7,22E-3;4,00E-3;8,00E-3;;;;;;;;;;;;;;
7,24E-3;2,00E-3;-2,40E-2;;;;;;;;;;;;;;
7,26E-3;-6,00E-3;-5,00E-2;;;;;;;;;;;;;;
7,28E-3;-1,00E-2;-5,00E-2;;;;;;;;;;;;;;
7,30E-3;-1,40E-2;-2,80E-2;;;;;;;;;;;;;;
7,32E-3;-1,40E-2;8,00E-3;;;;;;;;;;;;;;
7,34E-3;-1,00E-2;2,60E-2;;;;;;;;;;;;;;
7,36E-3;-2,00E-3;3,40E-2;;;;;;;;;;;;;;
7,38E-3;2,00E-3;1,60E-2;;;;;;;;;;;;;;
7,40E-3;2,00E-3;-1,80E-2;;;;;;;;;;;;;;
7,42E-3;-2,00E-3;-4,40E-2;;;;;;;;;;;;;;
7,44E-3;-1,00E-2;-5,40E-2;;;;;;;;;;;;;;
7,46E-3;-1,40E-2;-3,60E-2;;;;;;;;;;;;;;
7,48E-3;-1,00E-2;-2,00E-3;;;;;;;;;;;;;;
7,50E-3;-1,40E-2;2,40E-2;;;;;;;;;;;;;;
7,52E-3;-6,00E-3;3,40E-2;;;;;;;;;;;;;;
7,54E-3;-2,00E-3;2,40E-2;;;;;;;;;;;;;;
7,56E-3;2,00E-3;-6,00E-3;;;;;;;;;;;;;;
7,58E-3;-2,00E-3;-3,60E-2;;;;;;;;;;;;;;
7,60E-3;-6,00E-3;-5,00E-2;;;;;;;;;;;;;;
7,62E-3;-1,40E-2;-4,60E-2;;;;;;;;;;;;;;
7,64E-3;-1,40E-2;-1,80E-2;;;;;;;;;;;;;;
7,66E-3;-1,40E-2;1,60E-2;;;;;;;;;;;;;;
7,68E-3;-6,00E-3;3,80E-2;;;;;;;;;;;;;;
